# Revised 18th November 2018 by Red Dog
# New 4.34 structure - corrected double ATIS freqs
# 
# File format is as follows:
#
# <campaign ID> <tacan ch#> <tacan band> <callsign> <range> <tacan_type> \
#    <tower_freq_UHF> <tower_freq_VHF> <runway1_ils_freq> <runway2_ils_freq> <runway3_ils_freq> \
#    <runway4_ils_freq> <OPS_freq_UHF> <GROUND_freq_UHF> <APPROACH_freq_UHF> <LSO_freq_UHF> <ATIS_freq_VHF>
#
#
# Chongju - ex Cheongju
874 6 Y 32766 0 1 236600 122600 0 0 0 0 0 0 0 0 0
# R505 - ex Jochiweon Airstrip
879 7 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# R218 - ex Nagpo-ri Airstrip
859 8 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# R217 - ex Pocheon Airstrip
864 9 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# Songwhan - ex Seongwhan Airstrip
876 10 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# R113 - ex Seoul Highway Strip
857 11 Y 32766 0 1 236600 122600 0 0 0 0 0 0 0 0 0
# Chunchon - ex Chuncheon Airstrip
863 12 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# Singal - ex Singal Highway strip
856 13 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# Chongwon - ex Songmu Airstrip
880 14 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# R103 - ex Taemi Airstrip
855 15 Y 32766 0 1 236600 122600 0 0 0 0 0 0 0 0 0
# R107 - ex Tongjin Airstrip
854 16 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# R222 - ex Twitt o Kol Airstrip
865 17 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# Yongju - ex Yeongju Highway Strip
871 18 Y 32766 0 1 233800 122800 0 0 0 0 0 0 0 0 0
# Fukuoka - ex Kadena
438 057 X 46 140 1 225500 126200 10970 10870 0 0 256000 236800 279200 0 127200
# Orang - ex Drang
830 19 Y 9 0 1 264000 133000 0 0 0 0 304600 263100 244300 0 123200
# Haeju - ex Haeju
853 20 Y 36 0 1 280400 118300 0 0 0 0 315250 282600 278600 0 122550
# Hwangju - ex Hwangju
353 21 Y 13 0 1 337600 122400 0 0 0 0 362525 338400 335200 0 124100
# Hwangsuwon - ex Hwangsuwon
1676 22 Y 44 0 1 368500 126300 0 0 0 0 360000 312600 344300 0 123550
# Hyon-ni - ex Hyon
840 23 Y 30 0 1 242900 118550 0 0 0 0 298200 241900 230500 0 124325
# Iwon - ex Iwon
827 24 Y 29 0 1 234400 122400 0 0 0 0 300600 240600 228900 0 125400
# Kaech'on - ex Kaech'on
815 25 Y 23 0 1 350000 127500 0 0 0 0 395500 333100 340800 0 123850
# Koksan - ex Koksan
843 26 Y 31 0 1 318200 127700 0 0 0 0 314800 320200 319200 0 124400
# Kuum-ni - ex Kuum-ni
408 27 Y 10 0 1 388700 128000 0 0 0 0 320900 350200 380600 0 124200
# Kwail - ex Kwail
849 28 Y 33 0 1 349400 125900 0 0 0 0 368450 350000 349600 0 125300
# Manpo (84) - ex Manp'o
2220 29 Y 1 0 1 242400 130050 0 0 0 0 326700 262650 262400 0 124500
# Mirim = Pyongyang East - ex Mirim
818 59 Y 35 0 1 225300 128650 0 0 0 0 290500 225100 225200 0 123450
# Onch'on - ex Onch'on
848 30 Y 32 0 1 302400 129100 0 0 0 0 314800 300600 301700 0 125200
# Ongjin - ex Ongjin
852 058 X 35 35 1 368100 119700 0 0 0 0 350600 322500 364200 0 124625
# Panghyon - ex Panghyon
357 31 Y 17 0 1 270800 120600 0 0 0 0 360200 271600 268600 0 125100
# Pukch'ang-up - ex Pukch'ang-up
866 32 Y 5 0 1 264900 128200 0 0 0 0 382500 265500 265100 0 123600
# Samjiyon - ex Samjiyon-up
2060 050 X 2 100 1 299100 131800 0 0 0 0 318500 298100 300250 0 125000
# Wonsan - ex Sansogo-ri
825 054 X 28 70 1 244400 123800 0 0 0 0 347400 240650 264400 0 124650
# Sondok - ex Sondok
820 33 Y 27 0 1 343800 126600 0 0 0 0 362150 340300 342600 0 123700
# Sunan - ex Sunan
447 051 X 16 140 1 264000 133000 10990 10950 11030 0 320425 262500 265000 0 124800
# Sunch'on - ex Sunch'on
817 34 Y 24 0 1 253100 124000 0 0 0 0 360100 256200 254800 0 123100
# T'aech'on - ex T'aech'on
814 35 Y 22 0 1 275500 119050 0 0 0 0 392100 260400 268900 0 124700
# Toksan - ex Toksan
819 36 Y 26 0 1 324800 124600 0 0 0 0 384300 340700 331600 0 123000
# Taetan - ex Toun-ni
851 37 Y 34 0 1 288700 117300 0 0 0 0 330450 290300 284700 0 124900
# Uiju - ex Uiju
906 055 X 4 100 1 372000 136000 0 0 0 0 337100 370600 372550 0 123300
# Kojo Highway-Strip (65) - ex Kojo Highway-Strip
833 38 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Hoeyang South East Highway Strip (58) - ex Hoeyang South East Highway Strip
841 39 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Okpyong-Ni Airstrip (46) - ex Okpyong Airstrip
824 40 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Yonghung Highway Strip - ex Yonghung Highway Strip
826 41 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Tangch'on Highway Strip - ex Tangch'on Highway Strip
828 42 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Kilchu Highway Strip - ex Kilchu Highway Strip
829 43 Y 32766 0 1 231400 123400 0 0 0 0 0 0 0 0  0
# Kyongsong Chuul Airstrip (36) - ex Kyongsong Airstrip
831 44 Y 32766 0 1 231400 123400 0 0 0 0 0 0 0 0  0
# Sugam-Ni Airstrip (44) - ex Sugam-Ni Airstrip
832 45 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Ich'on Airstrip (36) - ex Ich'on Airstrip
2688 46 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Taebukpo-Ri Airstrip (72) - ex Taebukpo-Ri Airstrip
837 47 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Koksan Highway Strip - ex Koksan Highway Strip
842 48 Y 32766 0 1 231400 123400 0 0 0 0 0 0 0 0  0
# Nuch'on-Ni Airstrip (64) - ex Nuch'on-Ni Airstrip
844 49 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Ayang-Ni Highway Strip (66) - ex Ayang Highway Strip
352 50 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Pongson Airstrip - ex Pongson Airstrip
2685 51 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Sangwon Highway Strip - ex Sangwon Highway Strip
847 52 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Kaech'on SouthWest Airstrip - ex Kaech'on Airstrip
816 53 Y 32766 0 1 231400 123400 0 0 0 0 0 0 0 0  0
# Panghyon Airstrip - ex Panghyon Airstrip
813 54 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Kwaksan Airstrip - ex Kwaksan Airstrip
812 55 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Sonch'on SouthWest Airstrip - ex Sonch'on Airstrip
810 56 Y 32766 0 1 233700 122700 0 0 0 0 0 0 0 0  0
# Liuhe - ex Liuhe
3581 57 Y 32766 0 1 390800 130125 0 0 0 0 288200 380600 380800 0 123900
# Shenyang - ex Shenyang 
3580 088 X 32766 140 1 395500 124300 11030 11050 0 0 262400 317500 392600 0 127450
# Nachodka - ex Nachodka
71 58 Y 32766 0 1 398800 129900 0 0 0 0 381250 392500 392700 0 124050
# US Carrier 70 - Vinson
3685 010 X 32766 140 1 270200 0 0 0 11170 0 270500 270300 270100 270200 0
# US Carrier 71 - Roosevelt
3686 011 X 32766 140 1 271200 0 0 0 11010 0 271500 271300 271100 271200 0
# US Carrier 65 - Enterprise
3687 012 X 32766 140 1 265200 0 0 0 10855 0 265500 265300 265100 265200 0
# Russia Carrier 063 - Kuznetsov
3688 013 X 32766 140 1 363200 0 0 0 11110 0 363500 363300 363100 363200 0
# Chinese Carrier - CV-16 Liaoning
3689 14 X 32766 140 1 272200 0 0 0 10830 0 272500 272300 272100 272200 0
# Vortac - Anyang
4945 102 X 1 100 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Tsuhima
4946 064 X 1 120 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Mokpo
4947 049 X 1 70 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Talsung
4948 059 X 1 140 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Wonju
4949 039 X 1 40 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Gangwon
4950 103 X 1 140 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Incheon
4951 085 X 1 100 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Uljin
4952 100 X 1 40 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Ulsan
4953 062 X 1 40 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Yeosu
4954 104 X 1 40 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Yangju
4955 096 X 1 140 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - Muan
4956 065 X 1 40 1 0 0 0 0 0 0 0 0 0 0 0
# Vortac - YangYang
4957 043 X 1 40 1 0 0 0 0 0 0 0 0 0 0 0
